"PID","type","value","weight","val_num"
675428,"uspaper","liberty",24,1
675428,"uspaper","justice",20,2
675428,"uspaper","pursuit of happiness",20,3
675428,"uspaper","individuality",20,4
675428,"uspaper","right to own",16,5
675428,"uspractice","freedom",32,6
675428,"uspractice","pursuit of happiness",20,7
675428,"uspractice","equality",15,8
675428,"uspractice","upward mobility",13,9
675428,"uspractice","individulaiity",20,10
692325,"uspaper","freedom",36,1
692325,"uspaper","diversity",21,2
692325,"uspaper","community",18,3
692325,"uspaper","success",20,4
692325,"uspaper","family",5,5
692325,"uspractice","freedom",38,6
692325,"uspractice","individuality",12,7
692325,"uspractice","family",11,8
692325,"uspractice","community",20,9
692325,"uspractice","success",19,10
529314,"uspaper","democracy",35,1
529314,"uspaper","freedom",35,2
529314,"uspaper","money",30,3
529314,"uspaper","education",0,4
529314,"uspaper","science",0,5
529314,"uspractice","democracy",35,6
529314,"uspractice","freedom",35,7
529314,"uspractice","money",30,8
529314,"uspractice","science",0,9
529314,"uspractice","education",0,10
237090,"uspaper","honesty",30,1
237090,"uspaper","work ethic",30,2
237090,"uspaper","accountability",30,3
237090,"uspaper","progress",5,4
237090,"uspaper","individualism",5,5
237090,"uspractice","freedom of religion",50,6
237090,"uspractice","freedom of speech",5,7
237090,"uspractice","right to choose",10,8
237090,"uspractice","right to due process",5,9
237090,"uspractice","right to privacy",30,10
368280,"uspaper","equality",25,1
368280,"uspaper","justice",15,2
368280,"uspaper","freedom of religion",10,3
368280,"uspaper","peace",20,4
368280,"uspaper","freedom",30,5
368280,"uspractice","freedom",40,6
368280,"uspractice","equality",8,7
368280,"uspractice","justice",8,8
368280,"uspractice","freedom of religion",8,9
368280,"uspractice","peace",36,10
411897,"uspaper","justice",20,1
411897,"uspaper","liberty",20,2
411897,"uspaper","pursuit of happiness",20,3
411897,"uspaper","life",20,4
411897,"uspaper","freedom from tyranny",20,5
411897,"uspractice","strong military",30,6
411897,"uspractice","big government",20,7
411897,"uspractice","making money",30,8
411897,"uspractice","representative government",10,9
411897,"uspractice","citizen rights",10,10
441066,"uspaper","equality",29,1
441066,"uspaper","freedom of speech",17,2
441066,"uspaper","universal sufferage",30,3
441066,"uspaper","states rights vs federal",19,4
441066,"uspaper","freedom of choice",5,5
441066,"uspractice","freedom",19,6
441066,"uspractice","democracy",28,7
441066,"uspractice","fairness",11,8
441066,"uspractice","equal opportunity",15,9
441066,"uspractice","universal sufferage",27,10
674966,"uspaper","pursuit of liberty",25,1
674966,"uspaper","freedom of expression",25,2
674966,"uspaper","democracy",25,3
674966,"uspaper","equal opportunity",15,4
674966,"uspaper","justice",10,5
674966,"uspractice","individuality",30,6
674966,"uspractice","self-reliance",20,7
674966,"uspractice","open decisions",20,8
674966,"uspractice","adaptability",15,9
674966,"uspractice","ambition",15,10
132803,"uspaper","freedom",20,1
132803,"uspaper","liberty",20,2
132803,"uspaper","justice",20,3
132803,"uspaper","rights",20,4
132803,"uspaper","independence",20,5
132803,"uspractice","freedom of choice",20,6
132803,"uspractice","freedom of religion",20,7
132803,"uspractice","right to arms",20,8
132803,"uspractice","liberty",20,9
132803,"uspractice","freedom of opinion",20,10
185861,"uspaper","freedom from government tyrany",20,1
185861,"uspaper","freedom of speech",20,2
185861,"uspaper","freedom to peaceably assemble",20,3
185861,"uspaper","right to bare arms",20,4
185861,"uspaper","right to address the government for a redress of grieveances",20,5
185861,"uspractice","control of the people",20,6
185861,"uspractice","surveilance of the people",20,7
185861,"uspractice","elimination of the people",20,8
185861,"uspractice","violation of people's rights",20,9
185861,"uspractice","lying, cheating, stealing and profiting from government ""service.""",20,10
876964,"uspaper","equality",31,1
876964,"uspaper","protection",17,2
876964,"uspaper","rights",14,3
876964,"uspaper","equal representation",14,4
876964,"uspaper","state rights",24,5
876964,"uspractice","equality",30,6
876964,"uspractice","opportunity",18,7
876964,"uspractice","democratic process",16,8
876964,"uspractice","due process",13,9
876964,"uspractice","independence",23,10
652990,"uspaper","freedom",25,1
652990,"uspaper","equality",15,2
652990,"uspaper","justice",30,3
652990,"uspaper","progress",10,4
652990,"uspaper","independence",20,5
652990,"uspractice","progress",35,6
652990,"uspractice","freedom",25,7
652990,"uspractice","patriotism",10,8
652990,"uspractice","inclusivity",5,9
652990,"uspractice","independence",25,10
848584,"uspaper","money",70,1
848584,"uspaper","power",15,2
848584,"uspaper","fame",5,3
848584,"uspaper","creedy",9,4
848584,"uspaper","patriotic",1,5
848584,"uspractice","freedom",20,6
848584,"uspractice","capitalism",40,7
848584,"uspractice","creed",20,8
848584,"uspractice","hunger",10,9
848584,"uspractice","fighting",10,10
344960,"uspaper","money",20,1
344960,"uspaper","pride",20,2
344960,"uspaper","value",20,3
344960,"uspaper","strength",20,4
344960,"uspaper","labor",20,5
344960,"uspractice","change",20,6
344960,"uspractice","support",20,7
344960,"uspractice","protest",20,8
344960,"uspractice","economy",20,9
344960,"uspractice","rights",20,10
328557,"uspaper","self goverment",28,1
328557,"uspaper","liberty",21,2
328557,"uspaper","equality for all",14,3
328557,"uspaper","practice of faith",22,4
328557,"uspaper","ability to own",15,5
328557,"uspractice","corporate greed",20,6
328557,"uspractice","taxing",24,7
328557,"uspractice","social justice wokeness",11,8
328557,"uspractice","corruption",30,9
328557,"uspractice","materialism",15,10
998792,"uspaper","freedom",39,1
998792,"uspaper","openness",8,2
998792,"uspaper","tolerance",7,3
998792,"uspaper","acceptance",12,4
998792,"uspaper","straight forward",34,5
998792,"uspractice","equality",19,6
998792,"uspractice","democracy",19,7
998792,"uspractice","oppurtunity",18,8
998792,"uspractice","diversity",18,9
998792,"uspractice","freedom",26,10
559440,"uspaper","representative government",22,1
559440,"uspaper","individual freedoms",22,2
559440,"uspaper","inalienable rights",23,3
559440,"uspaper","law & order",20,4
559440,"uspaper","democratic values",13,5
559440,"uspractice","freedom of speech",13,6
559440,"uspractice","freedom of religion",10,7
559440,"uspractice","representative government",24,8
559440,"uspractice","democracy",30,9
559440,"uspractice","human rights",23,10
951655,"uspaper","freedom",30,1
951655,"uspaper","family",33,2
951655,"uspaper","opportunity",10,3
951655,"uspaper","hard work",20,4
951655,"uspaper","wealth",7,5
951655,"uspractice","wealth",30,6
951655,"uspractice","power",40,7
951655,"uspractice","democracy",10,8
951655,"uspractice","control",10,9
951655,"uspractice","dominance",10,10
676873,"uspaper","equality",15,1
676873,"uspaper","freedom of speech",30,2
676873,"uspaper","opportunity",15,3
676873,"uspaper","freedom of belief",20,4
676873,"uspaper","liberty",20,5
676873,"uspractice","freedom",25,6
676873,"uspractice","individuality",10,7
676873,"uspractice","opportunity",20,8
676873,"uspractice","ambition",20,9
676873,"uspractice","family",25,10
788625,"uspaper","freedom",28,1
788625,"uspaper","equality",27,2
788625,"uspaper","protection of country",26,3
788625,"uspaper","world leader",10,4
788625,"uspaper","capitalism",9,5
788625,"uspractice","divisive",20,6
788625,"uspractice","elitism in government",20,7
788625,"uspractice","supporting illegal immigration",20,8
788625,"uspractice","over taxation",20,9
788625,"uspractice","emotional decisions",20,10
589138,"uspaper","equality",30,1
589138,"uspaper","freedom of speech",20,2
589138,"uspaper","freedom of religion",14,3
589138,"uspaper","voting rights",25,4
589138,"uspaper","taxation with representation",11,5
589138,"uspractice","democracy",30,6
589138,"uspractice","freedom",20,7
589138,"uspractice","justice",20,8
589138,"uspractice","equal rights",20,9
589138,"uspractice","diversity",10,10
746492,"uspaper","democracy",20,1
746492,"uspaper","equality",20,2
746492,"uspaper","freedom",20,3
746492,"uspaper","liberty",20,4
746492,"uspaper","pursuit of happiness",20,5
746492,"uspractice","freedom",49,6
746492,"uspractice","bravery",11,7
746492,"uspractice","inclusive",15,8
746492,"uspractice","hard work",15,9
746492,"uspractice","pride",10,10
312589,"uspaper","the right to freedom of speech",20,1
312589,"uspaper","the right to freedom of religion",20,2
312589,"uspaper","the right to open and fair elections",20,3
312589,"uspaper","the right to be free",20,4
312589,"uspaper","the right to bear arms",20,5
312589,"uspractice","live in freedom",20,6
312589,"uspractice","to be able to practice ones religion freely",20,7
312589,"uspractice","to be able to protect self and family",20,8
312589,"uspractice","to be able to freely speak",20,9
312589,"uspractice","to honor our country",20,10
733892,"uspaper","belief in god",50,1
733892,"uspaper","liberty",10,2
733892,"uspaper","justice",10,3
733892,"uspaper","equality",20,4
733892,"uspaper","fairness",10,5
733892,"uspractice","belief in god",40,6
733892,"uspractice","being an american",20,7
733892,"uspractice","morals",20,8
733892,"uspractice","liberty",10,9
733892,"uspractice","justice",10,10
501414,"uspaper","life",20,1
501414,"uspaper","liberty",20,2
501414,"uspaper","equality",35,3
501414,"uspaper","free speech",19,4
501414,"uspaper","honesty",6,5
501414,"uspractice","equality",24,6
501414,"uspractice","acceptance of immigrants",3,7
501414,"uspractice","democracy",18,8
501414,"uspractice","cooperation",21,9
501414,"uspractice","free speech",34,10
265486,"uspaper","freedom of speech",60,1
265486,"uspaper","right to bear arms",20,2
265486,"uspaper","freedom",5,3
265486,"uspaper","patriotism",10,4
265486,"uspaper","unity",5,5
265486,"uspractice","freedom",40,6
265486,"uspractice","freedom of speech",20,7
265486,"uspractice","unity",10,8
265486,"uspractice","patriotism",20,9
265486,"uspractice","right to bear arms",10,10
244683,"uspaper","freedom of speech",20,1
244683,"uspaper","freedom of religion",20,2
244683,"uspaper","right to assembly",20,3
244683,"uspaper","right to bear arms",20,4
244683,"uspaper","no unreasonable search and seizure",20,5
244683,"uspractice","freedom of speech",20,6
244683,"uspractice","freedom of the press",20,7
244683,"uspractice","right to bear arms",20,8
244683,"uspractice","freedom of the press",20,9
244683,"uspractice","freedom of religion",20,10
515475,"uspaper","idealism",15,1
515475,"uspaper","democracy",23,2
515475,"uspaper","openness",12,3
515475,"uspaper","diversity",26,4
515475,"uspaper","freedom",24,5
515475,"uspractice","traditionalism",24,6
515475,"uspractice","conformity",24,7
515475,"uspractice","faith",12,8
515475,"uspractice","normality",17,9
515475,"uspractice","practicality",23,10
781478,"uspaper","all men are created equally",20,1
781478,"uspaper","freedom of expression",20,2
781478,"uspaper","no taxation without representation",20,3
781478,"uspaper","freedom of worship",20,4
781478,"uspaper","no slavery",20,5
781478,"uspractice","right to pursue any occupation",20,6
781478,"uspractice","right to worship freely",20,7
781478,"uspractice","right to speak freely (write/listen as well)",20,8
781478,"uspractice","right to personal autonomy",20,9
781478,"uspractice","right to assemble/protest/vote freely",20,10
246936,"uspaper","equality",13,1
246936,"uspaper","freedom of speech",19,2
246936,"uspaper","freedom of religion",13,3
246936,"uspaper","fairness",25,4
246936,"uspaper","democracy",30,5
246936,"uspractice","freedom of speech",23,6
246936,"uspractice","rule of law",18,7
246936,"uspractice","equality",17,8
246936,"uspractice","democracy",32,9
246936,"uspractice","fairness",10,10
250401,"uspaper","freedom",20,1
250401,"uspaper","justice",20,2
250401,"uspaper","right to worship",20,3
250401,"uspaper","independence",20,4
250401,"uspaper","republic",20,5
250401,"uspractice","freedom",20,6
250401,"uspractice","personal rights",20,7
250401,"uspractice","right to worship",20,8
250401,"uspractice","justice",20,9
250401,"uspractice","equality",20,10
394844,"uspaper","equality for all",10,1
394844,"uspaper","pursuit of happiness",25,2
394844,"uspaper","freedom of speech",25,3
394844,"uspaper","everyone deserves a fair trial",20,4
394844,"uspaper","freedom of religious practices",20,5
394844,"uspractice","the rich should be rewarded more",30,6
394844,"uspractice","military might is right",30,7
394844,"uspractice","democracy should spread everywhere",20,8
394844,"uspractice","justice for some",10,9
394844,"uspractice","cheating is ok",10,10
126550,"uspaper","freedom",20,1
126550,"uspaper","democracy",20,2
126550,"uspaper","opportunity",20,3
126550,"uspaper","leader",20,4
126550,"uspaper","patriotism",20,5
126550,"uspractice","freedom",20,6
126550,"uspractice","democracy",20,7
126550,"uspractice","patriotism",20,8
126550,"uspractice","leader",20,9
126550,"uspractice","opportunity",20,10
789293,"uspaper","freedom of speach",39,1
789293,"uspaper","trial by one's peers",13,2
789293,"uspaper","hard work",23,3
789293,"uspaper","freedom of religion",5,4
789293,"uspaper","everyone is equal",20,5
789293,"uspractice","capitalism",45,6
789293,"uspractice","suppression of rights",15,7
789293,"uspractice","racism",30,8
789293,"uspractice","global warming denial",6,9
789293,"uspractice","degradation of morals",4,10
308479,"uspaper","equality",49,1
308479,"uspaper","democracy",13,2
308479,"uspaper","morality",12,3
308479,"uspaper","na",9,4
308479,"uspaper","na",17,5
308479,"uspractice","na",20,6
308479,"uspractice","na",20,7
308479,"uspractice","na",20,8
308479,"uspractice","na",20,9
308479,"uspractice","na",20,10
815623,"uspaper","freedom of individual speech",10,1
815623,"uspaper","freedom of press",5,2
815623,"uspaper","fair elections",50,3
815623,"uspaper","right to bear arms",15,4
815623,"uspaper","public education",20,5
815623,"uspractice","equal opportunity",20,6
815623,"uspractice","jobs",20,7
815623,"uspractice","border security",20,8
815623,"uspractice","scientific research",20,9
815623,"uspractice","affordability",20,10
515047,"uspaper","justice",10,1
515047,"uspaper","democracy",30,2
515047,"uspaper","equality",15,3
515047,"uspaper","rewarded for efforts",20,4
515047,"uspaper","patriotism",25,5
515047,"uspractice","individualism",15,6
515047,"uspractice","capitalism",25,7
515047,"uspractice","militarism",35,8
515047,"uspractice","self reliance",15,9
515047,"uspractice","self centeredness",10,10
788639,"uspaper","freedom in everything",20,1
788639,"uspaper","equality of races",20,2
788639,"uspaper","justice for all",20,3
788639,"uspaper","diversity in religions",20,4
788639,"uspaper","opportunity in life",20,5
788639,"uspractice","equal rights",30,6
788639,"uspractice","freedom of speech",30,7
788639,"uspractice","opportunity",30,8
788639,"uspractice","immigration",5,9
788639,"uspractice","world power",5,10
410144,"uspaper","love",20,1
410144,"uspaper","peace",20,2
410144,"uspaper","happiness",20,3
410144,"uspaper","loyalty",20,4
410144,"uspaper","freedom",20,5
410144,"uspractice","non-partisonship",20,6
410144,"uspractice","too much liberalism",20,7
410144,"uspractice","too much wrong",20,8
410144,"uspractice","unfair practices",20,9
410144,"uspractice","make own rules",20,10
784253,"uspaper","free speech",30,1
784253,"uspaper","freedom of religion",30,2
784253,"uspaper","happiness",10,3
784253,"uspaper","live safe",10,4
784253,"uspaper","military preparedness",20,5
784253,"uspractice","equality for all",40,6
784253,"uspractice","freedom for all",20,7
784253,"uspractice","right to speech",20,8
784253,"uspractice","democracy for everyone",10,9
784253,"uspractice","help for nations",10,10
396670,"uspaper","freedom of speech",46,1
396670,"uspaper","right to bear arms",24,2
396670,"uspaper","pusuit of happiness",20,3
396670,"uspaper","right to a fair trial",8,4
396670,"uspaper","right to privacy",2,5
396670,"uspractice","freedom to live how you want to live",36,6
396670,"uspractice","laws that protect you (though lately...)",24,7
396670,"uspractice","equality among people (though people argue there is not..)",17,8
396670,"uspractice","individualism to pursue goals",11,9
396670,"uspractice","religious freedom",12,10
538492,"uspaper","equality",19,1
538492,"uspaper","justice",19,2
538492,"uspaper","freedom",24,3
538492,"uspaper","opportunity",17,4
538492,"uspaper","liberty",21,5
538492,"uspractice","equality",30,6
538492,"uspractice","justice",31,7
538492,"uspractice","liberty",21,8
538492,"uspractice","opportunity",9,9
538492,"uspractice","generosity",9,10
484149,"uspaper","sovereignty",30,1
484149,"uspaper","freedom/liberty",20,2
484149,"uspaper","balance of powers (gov't)",15,3
484149,"uspaper","limited gov't",15,4
484149,"uspaper","peace",20,5
484149,"uspractice","capitalist democracy",75,6
484149,"uspractice","limited fairness/equality",5,7
484149,"uspractice","limited community socioeconomic supports",5,8
484149,"uspractice","drive to be ""first"", prestigeous",10,9
484149,"uspractice","limited global collaboration",5,10
172867,"uspaper","equality",40,1
172867,"uspaper","assembly",15,2
172867,"uspaper","justice",15,3
172867,"uspaper","speech",15,4
172867,"uspaper","independence",15,5
172867,"uspractice","free market capitalism",20,6
172867,"uspractice","classism",20,7
172867,"uspractice","income inequality",20,8
172867,"uspractice","racism",20,9
172867,"uspractice","control of women",20,10
611321,"uspaper","pursuit of happiness",26,1
611321,"uspaper","life",30,2
611321,"uspaper","liberty",39,3
611321,"uspaper","allegiance",4,4
611321,"uspaper","safety",1,5
611321,"uspractice","loyalty",10,6
611321,"uspractice","fairness",20,7
611321,"uspractice","helpfulness",2,8
611321,"uspractice","generosity",6,9
611321,"uspractice","hard work",62,10
171372,"uspaper","equality for all",20,1
171372,"uspaper","freedom of speech",20,2
171372,"uspaper","freedom from persecution",20,3
171372,"uspaper","freedom of the press",20,4
171372,"uspaper","freedom from religion",20,5
171372,"uspractice","democracy for people",30,6
171372,"uspractice","freedom for people",20,7
171372,"uspractice","equality for people",10,8
171372,"uspractice","safety for people",20,9
171372,"uspractice","justice for people",20,10
746684,"uspaper","freedom",20,1
746684,"uspaper","justice",20,2
746684,"uspaper","freedom of speech",20,3
746684,"uspaper","liberty",20,4
746684,"uspaper","learning",20,5
746684,"uspractice","freedom of speech",40,6
746684,"uspractice","justice",25,7
746684,"uspractice","freedom",11,8
746684,"uspractice","liberty",12,9
746684,"uspractice","learning",12,10
592978,"uspaper","equality",20,1
592978,"uspaper","checks and balances",20,2
592978,"uspaper","representative democracy",20,3
592978,"uspaper","fair trial",20,4
592978,"uspaper","freedom of religion",20,5
592978,"uspractice","freedom of religion",20,6
592978,"uspractice","representative democracy",20,7
592978,"uspractice","racial equality",20,8
592978,"uspractice","fair trial",20,9
592978,"uspractice","separation of church/state",20,10
758024,"uspaper","democracy",20,1
758024,"uspaper","equality",20,2
758024,"uspaper","justice",20,3
758024,"uspaper","freedom",20,4
758024,"uspaper","three stooled government",20,5
758024,"uspractice","democracy",24,6
758024,"uspractice","equal vote access",24,7
758024,"uspractice","equal justice for all",24,8
758024,"uspractice","allows immigrant assimilation",14,9
758024,"uspractice","world leader",14,10
205388,"uspaper","welfare of all",23,1
205388,"uspaper","acceptance of all",23,2
205388,"uspaper","willingness to strive",7,3
205388,"uspaper","honesty",23,4
205388,"uspaper","integrity",24,5
205388,"uspractice","freedom of speech",26,6
205388,"uspractice","freedom of religion",27,7
205388,"uspractice","freedom of choice",27,8
205388,"uspractice","freedom to work",12,9
205388,"uspractice","freedom to succeed",8,10
607180,"uspaper","all men created equal",20,1
607180,"uspaper","limited government",20,2
607180,"uspaper","freedom of religion",20,3
607180,"uspaper","freedom of speech",20,4
607180,"uspaper","separation of powers",20,5
607180,"uspractice","elevation of the rich",30,6
607180,"uspractice","dismissal of the poor",18,7
607180,"uspractice","money equals power",12,8
607180,"uspractice","capitalism benefits the wealthy",10,9
607180,"uspractice","greed is good.",30,10
588796,"uspaper","independence",16,1
588796,"uspaper","freedom",38,2
588796,"uspaper","integrity",16,3
588796,"uspaper","equality",12,4
588796,"uspaper","democracy",18,5
588796,"uspractice","freedom",43,6
588796,"uspractice","liberty",19,7
588796,"uspractice","justice",15,8
588796,"uspractice","progress",13,9
588796,"uspractice","equality",10,10
283721,"uspaper","freedom of speech",20,1
283721,"uspaper","freedom of religion",20,2
283721,"uspaper","separation of powers",10,3
283721,"uspaper","separation of church and state",20,4
283721,"uspaper","equality",30,5
283721,"uspractice","pro-business",20,6
283721,"uspractice","abelism",10,7
283721,"uspractice","the rich",30,8
283721,"uspractice","military industrial complex",20,9
283721,"uspractice","profit",20,10
532668,"uspaper","equality",30,1
532668,"uspaper","freedom of religion",31,2
532668,"uspaper","hope",5,3
532668,"uspaper","helping your fellow man",30,4
532668,"uspaper","prosperity",4,5
532668,"uspractice","money",25,6
532668,"uspractice","righteousness",20,7
532668,"uspractice","family",5,8
532668,"uspractice","war",20,9
532668,"uspractice","fear",30,10
180953,"uspaper","equality",31,1
180953,"uspaper","equity",10,2
180953,"uspaper","opportunity",20,3
180953,"uspaper","liberty",28,4
180953,"uspaper","toleration",11,5
180953,"uspractice","freedom",29,6
180953,"uspractice","openness",8,7
180953,"uspractice","equality",18,8
180953,"uspractice","fairness",18,9
180953,"uspractice","justice",27,10
585426,"uspaper","freedom",20,1
585426,"uspaper","equality",20,2
585426,"uspaper","justice",20,3
585426,"uspaper","values",20,4
585426,"uspaper","respect",20,5
585426,"uspractice","freedom for all",20,6
585426,"uspractice","acheivement ahead",10,7
585426,"uspractice","work hard",30,8
585426,"uspractice","equality for all",20,9
585426,"uspractice","progress going forward",20,10
124059,"uspaper","freedom from tryanny",20,1
124059,"uspaper","freedom of speech",20,2
124059,"uspaper","religious choices",20,3
124059,"uspaper","every vote counts",20,4
124059,"uspaper","freedom to go against authorities",20,5
124059,"uspractice","freedom of speech",20,6
124059,"uspractice","freedom of religion",20,7
124059,"uspractice","no racial discrimination",20,8
124059,"uspractice","democracy",20,9
124059,"uspractice","freedom to vote",20,10
308718,"uspaper","equality",61,1
308718,"uspaper","relgious freedom",5,2
308718,"uspaper","marriage equality",5,3
308718,"uspaper","safety",6,4
308718,"uspaper","brotherhood",23,5
308718,"uspractice","equality",49,6
308718,"uspractice","relgious freedom",9,7
308718,"uspractice","marriage equality",12,8
308718,"uspractice","freedom from oppression",17,9
308718,"uspractice","right to a voice",13,10
565171,"uspaper","freedom of speech",20,1
565171,"uspaper","freedom of religion",20,2
565171,"uspaper","freedom of press",20,3
565171,"uspaper","liberty",20,4
565171,"uspaper","pursuit of happiness",20,5
565171,"uspractice","religious practice freedom",20,6
565171,"uspractice","voting representation",20,7
565171,"uspractice","opportunity to succeed",20,8
565171,"uspractice","educational opportunity",20,9
565171,"uspractice","decision-making freedom",20,10
786167,"uspaper","freedom of religion",23,1
786167,"uspaper","all are equal",21,2
786167,"uspaper","free speech",20,3
786167,"uspaper","fair trail",22,4
786167,"uspaper","gun rights",14,5
786167,"uspractice","unity",39,6
786167,"uspractice","commerce",14,7
786167,"uspractice","defense",15,8
786167,"uspractice","education",23,9
786167,"uspractice","competitive",9,10
220009,"uspaper","freedom",30,1
220009,"uspaper","fairness",25,2
220009,"uspaper","generosity",10,3
220009,"uspaper","tolerant",25,4
220009,"uspaper","accepting",10,5
220009,"uspractice","wealth",20,6
220009,"uspractice","power",20,7
220009,"uspractice","control",20,8
220009,"uspractice","dominance",20,9
220009,"uspractice","influence",20,10
805022,"uspaper","secular government",15,1
805022,"uspaper","republicanism",30,2
805022,"uspaper","individual rights",20,3
805022,"uspaper","popular sovereinty",15,4
805022,"uspaper","freedom",20,5
805022,"uspractice","equality",25,6
805022,"uspractice","opportunity",15,7
805022,"uspractice","justice",15,8
805022,"uspractice","due process",15,9
805022,"uspractice","democracy",30,10
859609,"uspaper","individual freedom",10,1
859609,"uspaper","self-direction",20,2
859609,"uspaper","free speech",30,3
859609,"uspaper","law and order",10,4
859609,"uspaper","hope",30,5
859609,"uspractice","economic prowess",20,6
859609,"uspractice","lawfare",20,7
859609,"uspractice","divisiveness",20,8
859609,"uspractice","lost vision",20,9
859609,"uspractice","economic stress",20,10
514728,"uspaper","independence",28,1
514728,"uspaper","freedom",24,2
514728,"uspaper","equality",19,3
514728,"uspaper","democracy",19,4
514728,"uspaper","human rights",10,5
514728,"uspractice","economic strength",27,6
514728,"uspractice","military (hard) power",23,7
514728,"uspractice","cultural dominance",14,8
514728,"uspractice","corporate interests",25,9
514728,"uspractice","western societal values",11,10
655185,"uspaper","opress women",20,1
655185,"uspaper","overwork workers",20,2
655185,"uspaper","keep us poor",20,3
655185,"uspaper","poor education",20,4
655185,"uspaper","poor healthcare",20,5
655185,"uspractice","greed",50,6
655185,"uspractice","mine",20,7
655185,"uspractice","me first",10,8
655185,"uspractice","false decency",5,9
655185,"uspractice","false morals",15,10
323676,"uspaper","freedom",15,1
323676,"uspaper","democcratic republic philosophy",25,2
323676,"uspaper","opportunity",20,3
323676,"uspaper","social equality",20,4
323676,"uspaper","support for those in need",20,5
323676,"uspractice","freedom",20,6
323676,"uspractice","opportunity",10,7
323676,"uspractice","protection",15,8
323676,"uspractice","economic wealth",30,9
323676,"uspractice","superiority",25,10
750199,"uspaper","freedom",14,1
750199,"uspaper","justice",19,2
750199,"uspaper","democracy",22,3
750199,"uspaper","personal rights",23,4
750199,"uspaper","quality of life",22,5
750199,"uspractice","imperialism",25,6
750199,"uspractice","war",27,7
750199,"uspractice","colonialism",7,8
750199,"uspractice","hegemonic",18,9
750199,"uspractice","secrecy",23,10
208296,"uspaper","freedom",20,1
208296,"uspaper","self-reliance",20,2
208296,"uspaper","hard work",20,3
208296,"uspaper","equality",20,4
208296,"uspaper","democracy",20,5
208296,"uspractice","freedom",10,6
208296,"uspractice","materialism",40,7
208296,"uspractice","self-worth",10,8
208296,"uspractice","self-reliance",10,9
208296,"uspractice","money",30,10
770411,"uspaper","personal independence",20,1
770411,"uspaper","freedom to bear arms",20,2
770411,"uspaper","living as a democratic society",20,3
770411,"uspaper","the right to vote",20,4
770411,"uspaper","freedom of speech",20,5
770411,"uspractice","standing up for the people",21,6
770411,"uspractice","ability to compromise",15,7
770411,"uspractice","defending our country",25,8
770411,"uspractice","standing up for allies",22,9
770411,"uspractice","stepping in to end conflicy",17,10
682615,"uspaper","justice",25,1
682615,"uspaper","equality",17,2
682615,"uspaper","liberty",20,3
682615,"uspaper","hard work",20,4
682615,"uspaper","compassion",18,5
682615,"uspractice","fairness",14,6
682615,"uspractice","justice",23,7
682615,"uspractice","hard work",23,8
682615,"uspractice","equality",17,9
682615,"uspractice","competitiveness",23,10
208274,"uspaper","freedom",30,1
208274,"uspaper","liberty",20,2
208274,"uspaper","justice",30,3
208274,"uspaper","equality",10,4
208274,"uspaper","accomplishment",10,5
208274,"uspractice","freedom",30,6
208274,"uspractice","justice",30,7
208274,"uspractice","equality",10,8
208274,"uspractice","liberty",20,9
208274,"uspractice","accomplishment",10,10
777976,"uspaper","justice",28,1
777976,"uspaper","liberty",22,2
777976,"uspaper","freedom",50,3
777976,"uspaper","indepence",0,4
777976,"uspaper","right to think for yourself",0,5
777976,"uspractice","honest elections",22,6
777976,"uspractice","helping people",18,7
777976,"uspractice","god fearing",46,8
777976,"uspractice","kindness",8,9
777976,"uspractice","love",6,10
638307,"uspaper","equality",29,1
638307,"uspaper","freedom",16,2
638307,"uspaper","individual responsibility",14,3
638307,"uspaper","open and encouraging",11,4
638307,"uspaper","respectful of faith",30,5
638307,"uspractice","sovereignity",18,6
638307,"uspractice","equality",22,7
638307,"uspractice","controlled growth",12,8
638307,"uspractice","pragmatic legislation",22,9
638307,"uspractice","consistency",26,10
571839,"uspaper","independence of spirit and body",18,1
571839,"uspaper","interest in the overall welfare of the nation",7,2
571839,"uspaper","freedom to practice individual belief system values",26,3
571839,"uspaper","opportunity to rise as far in society as one desires",11,4
571839,"uspaper","knowledge that your offspring will live in a better world than you",38,5
571839,"uspractice","economic superiority and success",29,6
571839,"uspractice","encouragement to all citizens to rise above themselves",10,7
571839,"uspractice","military discipline and success",29,8
571839,"uspractice","concern for ourselves above others",22,9
571839,"uspractice","desire to continue our societal norms",10,10
844110,"uspaper","illusion of freedom",50,1
844110,"uspaper","cultural dominance",8,2
844110,"uspaper","independence",20,3
844110,"uspaper","gluttony",6,4
844110,"uspaper","american dream",16,5
844110,"uspractice","control",32,6
844110,"uspractice","hypocrisy",4,7
844110,"uspractice","gluttony",5,8
844110,"uspractice","independence",20,9
844110,"uspractice","money",39,10
130327,"uspaper","freedom",20,1
130327,"uspaper","liberty",20,2
130327,"uspaper","justice for all",20,3
130327,"uspaper","opportunity",20,4
130327,"uspaper","equality",20,5
130327,"uspractice","capitalism",30,6
130327,"uspractice","imperialism",20,7
130327,"uspractice","militarism",30,8
130327,"uspractice","racial inequality",10,9
130327,"uspractice","sexual inequality",10,10
996287,"uspaper","separation of power",20,1
996287,"uspaper","representation",20,2
996287,"uspaper","liberty",20,3
996287,"uspaper","a check and balance system",20,4
996287,"uspaper","religious freedom",20,5
996287,"uspractice","separation of power",20,6
996287,"uspractice","liberty",20,7
996287,"uspractice","pursuit of happiness",20,8
996287,"uspractice","rule of law",20,9
996287,"uspractice","civilian control military",20,10
