CaseId,WEIGHT,RND_00,RND_01,Q1A,Q1B,Q1C,Q1D,Q1E,Q2,Q2_TEXT,CONDITION1,CONDITION2,CONDITION3,ORDERA,ORDERB,ORDERC,ORDERD,ORDERE,Q3A,Q3B,Q3C,Q3D,Q4,Q5,Q6,Q7,NOV5,NOV7,NOV7_OE,PartyID7,PartyID5,IDEO,RELIG,RELIG_OE,ATTEND,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,INCOME4,INCOME9,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
5852,0.60229400,2,1,Freedom of Speech,Freedom of the press,Freedom to kick Trump out of office,Freedom of religion except for islam,Freedom to hold Congress accountable and replace if found lying cheating fornicating stealing  bribing or anything unlawful,5,Freedom to hold Congress accountable and replace if found lying cheating fornicating stealing  bribing or anything unlawful,,,"I think the statement stands on it's own what ever happened to honestly,  they stand up and lie and everyone knows there lying.",5,2,1,4,3,6,7,7,1,3,2,3,5,3,#NULL!,,4,3,3,2,,1,11/19/2024 14:28,11/19/2024 14:43,16,2,1,Smartphone,1,68,4,6,1,3,3,5,5,1,3,OR,4,9,1,1,2,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
5855,0.26186977,2,0,freedom,equality,advancement,protection,healthcare,1,freedom,,,the right to make choices that i think are right in my opinion. The promise that my government will react to any threats that are made to secure our freedom and safety.,2,4,5,3,1,5,5,4,5,4,4,6,5,4,1,,2,1,3,12,,8,11/19/2024 20:48,11/19/2024 20:56,9,2,1,Desktop,1,69,4,6,4,2,1,5,11,3,6,AZ,4,8,1,1,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,2
5858,0.34121967,0,1,Freedom,Safety,Choice,Freedom from religion,Prosperity,1,Freedom,The ability to vote in a free election without interference. Courts that hold elected officials accountable.,,,2,1,4,5,3,7,7,7,1,1,1,1,7,4,1,,1,1,1,10,,2,11/20/2024 6:02,11/20/2024 6:08,6,2,1,Desktop,1,67,4,6,1,4,1,5,18,4,9,IA,2,4,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
5862,1.57070356,1,0,Freedom,People’s right to privacy,Innocent until proven guilty,The right to voice your opinion,The right to vote,1,Freedom,,"There are too many very poor people that live horribly. They don’t have the freedom to have food, clothing, beautiful places to just walk to.",,2,1,5,3,4,98,98,4,2,4,4,2,5,4,1,,4,3,3,2,,6,11/20/2024 16:03,11/25/2024 10:49,14,2,1,Smartphone,2,70,4,6,2,2,1,5,14,4,8,MA,1,1,1,1,1,1,4,2,0,0,0,0,2
5866,0.85706762,1,1,Liberty,Trust,Future,Faith,Values,3,Future,,Economy failing-war-the people are not as important. Weather change. Shootings. To many bad things need to be changed to actually change the future,,2,3,5,4,1,5,6,6,1,3,2,2,6,1,#NULL!,,5,4,2,11,,1,11/19/2024 17:07,11/19/2024 17:14,7,2,1,Smartphone,2,59,3,5,1,2,1,6,11,3,6,IA,2,4,0,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
5868,1.05200134,1,1,Equality,Independence,Individualism,Materialism,Time,2,Independence,,I'm not sure. I think the U.S. is trying it's best to live up to the promises made. They are doing a pretty good job.,,5,1,3,4,2,7,7,7,1,2,1,1,6,4,2,,4,3,3,10,,1,11/19/2024 20:52,11/19/2024 21:03,11,2,1,Smartphone,1,42,2,3,1,2,3,1,7,2,4,WI,2,3,0,1,1,1,4,4,#NULL!,#NULL!,2,#NULL!,2
5879,1.19435267,2,1,The issue of inflation,Closing our borders,Isolating from world issues,The war against drugs,Freedom for all,1,The issue of inflation,,,The last administration left our economy in disarray. We need leadership to continue to fight and figure out away to get inflation under control.,2,4,5,1,3,3,4,4,4,3,7,4,4,3,#NULL!,,4,3,3,1,,8,11/22/2024 19:44,11/28/2024 16:30,5,2,1,Smartphone,1,38,2,3,4,3,1,1,12,3,7,CA,4,9,1,1,2,1,4,4,#NULL!,1,1,#NULL!,2
5889,0.52757339,0,1,Freedom,Equality,Liberty,Patriotism,Religion,1,Freedom,With the internet everyome seems to have a voice where they can publicly voice an opinion any time that they want,,,2,4,3,1,5,2,5,5,2,5,3,6,6,4,2,,4,3,3,12,,1,11/20/2024 12:09,11/20/2024 12:13,5,2,1,Desktop,1,54,3,4,1,3,5,1,6,1,3,NC,3,5,1,1,2,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
5894,0.35434287,1,1,Equality for all,Insured Personal freedom,The American Dream,Equal Opportunity,Spirit of Democracy,1,Equality for all,,"Immigrants and political refugees are being refused at our border for fear of national security. Instead of blaming the immigrants we should be more reflective and question if our immigration system is sufficient for the amount of political instability on the earth. Either way, I still think these people deserve a fair chance at achieving greatness just like the rest of us.",,3,5,1,4,2,7,6,6,2,2,1,2,5,4,1,,1,1,1,10,,9,11/19/2024 19:58,11/28/2024 15:32,8,2,1,Smartphone,1,23,1,1,1,3,5,2,3,1,2,OH,2,3,1,1,2,2,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
5895,0.71766881,1,1,Star spangled banner,Land of the free,In God is our trust,Victory and peace,Freeman shall stand,3,In God is our trust,,"The US supports some countries during wars.
They should have been enforcing peace by settling wars.",,5,3,4,1,2,4,4,4,4,5,6,6,2,4,1,,1,1,3,1,,6,11/19/2024 21:16,11/19/2024 21:53,38,2,1,Desktop,1,64,4,5,2,3,2,1,10,2,6,MD,3,5,1,1,2,3,4,3,0,0,0,1,2
5928,1.91156208,0,1,Right to bear arms,Freedom of speech,Freedom of religion,The pursuit of happiness,Life liberty and justice,1,Right to bear arms,I honestly don't know. The government is so messed up these days that I don't believe America is anything like it was intended to be.,,,1,5,2,4,3,4,4,4,4,3,3,4,4,1,#NULL!,,4,3,-1,11,,1,11/23/2024 15:49,11/23/2024 15:55,6,2,1,Smartphone,1,32,2,2,1,1,5,1,3,1,2,OK,3,7,1,0,2,4,4,6,#NULL!,#NULL!,#NULL!,#NULL!,7
5935,0.31126934,0,1,freedom of speech,Right to bare arms,freedom,freedom of religion,right to own your own land,3,freedom,We live in a country where we can come and go as we please. We can make out own choices without fear,,,4,5,2,3,1,5,6,6,2,5,5,5,6,4,2,,7,5,3,12,,2,11/20/2024 8:03,11/20/2024 8:15,12,2,1,Desktop,2,56,3,5,1,3,1,1,9,2,5,MI,2,3,1,1,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,2
5938,0.65201639,1,0,INTEGRITY,HONESTY,PEOPLE,HARD WORK,COMMUNITY,1,INTEGRITY,,"1. BIG PHARMA RULES THE COUNTRY 
2. ALL POLITICIANS CAN BE BOUGHT. 
3. THERE'S NO VALUE IN HARD WORK ANYMORE",,1,2,3,4,5,6,6,6,2,5,2,4,6,4,2,,7,5,5,12,,8,11/20/2024 11:39,11/20/2024 11:47,8,2,1,Desktop,2,50,3,4,1,3,1,1,14,4,8,SD,2,4,1,1,1,1,4,4,#NULL!,#NULL!,2,#NULL!,2
5941,0.74660827,0,0,Independence,Individual Liberty,Equal Liberty,Justice,Fairness,2,Individual Liberty,"In the United States, I have the freedom to strive for whatever goal I want to achieve with the realistic possibility of achieving it.",,,5,2,4,3,1,3,5,5,2,4,3,5,2,4,2,,6,5,3,1,,7,11/20/2024 13:13,11/22/2024 7:14,5,2,1,Smartphone,1,28,1,2,1,4,1,1,18,4,9,GA,3,5,0,1,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
5944,0.24369417,2,1,Life,Liberty,Truth,Freedom,Principle,1,Life,,,Life refers to the belief that our lives are a right that should be protected. The basic necessities of life should be freely available to everyone.,4,2,1,5,3,7,7,3,2,1,1,1,7,4,1,,2,1,1,10,,1,11/21/2024 9:56,11/21/2024 10:04,7,2,1,Desktop,1,31,2,2,1,3,5,7,4,1,2,IN,2,3,1,1,1,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,1
5948,0.45409168,1,1,Freedom,Liberty,Accountability,Integrity,Honesty,4,Integrity,,We are living in an era that there’s no integrity. Everyone does what ever they think without integrity or accountability,,4,5,2,1,3,6,6,6,3,4,4,3,5,4,1,,2,1,3,2,,6,11/19/2024 18:03,11/19/2024 18:08,5,2,1,Smartphone,2,60,4,5,4,4,5,1,11,3,6,FL,3,5,1,1,1,1,3,2,#NULL!,#NULL!,#NULL!,#NULL!,2
5953,0.70751036,2,1,Freedom,Millitary,Economy,Diversity,Justice for all,1,Freedom,,,Freedom means making your own choices with as little sway from any other force in your life. Governments should ensure that people should have as much liberty to do with their lives whatever they so desire,4,1,3,5,2,6,4,4,3,2,5,3,5,4,2,,4,3,1,11,,1,11/20/2024 19:46,11/20/2024 19:51,5,2,1,Smartphone,1,27,1,2,4,3,5,1,10,2,6,FL,3,5,1,1,1,1,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
5954,0.86696635,1,0,Freedom of religion,Right to bear arms,Freedom of speech,Protect the innocent,Pursue your dreams,1,Freedom of religion,,You are not allowed to share your beliefs in a school setting. If what you believe might offend someone else you lose the right to share your belief.,,5,2,4,1,3,2,5,7,1,4,1,6,5,4,2,,7,5,5,1,,8,11/20/2024 13:56,11/20/2024 14:01,5,2,1,Smartphone,1,39,2,3,1,4,1,7,11,3,6,KS,2,4,1,1,1,1,4,6,#NULL!,#NULL!,3,1,3
5956,2.50928869,1,1,Freedom,Peace,Exceptice,Differences,Respect,1,Freedom,,New people in office may mess up our freedoms hhhhhhhjhjhjjjjhhjhhhhhhhhhhhhjhhhhhhhhhhhhhhhhhhhhhyyhh,,5,3,1,4,2,1,1,2,3,3,1,4,4,4,1,,1,1,1,1,,3,11/24/2024 18:31,11/24/2024 18:35,4,2,1,Smartphone,2,39,2,3,4,2,2,5,6,1,3,PA,1,2,1,1,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
5971,0.65269362,0,0,Justice,Freedom,Democracy,Equality,Independence,3,Democracy,Not well. A former president that attempted insurrection is relected. Supreme Court is very partisan.,,,2,1,3,5,4,6,5,4,3,1,2,2,5,4,1,,4,3,3,1,,8,11/19/2024 18:51,11/19/2024 18:58,7,2,1,Smartphone,2,27,1,2,1,5,5,1,9,2,5,ID,4,8,1,1,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
5974,0.29743114,0,0,Separation church/state,Freedom,Due process,Democracy,Equality,4,Democracy,So far (unless Trump succeeds in becoming a dictator) the US is a democracy that provides for fair elections and social justice.,,,2,1,5,4,3,5,4,3,3,3,3,5,3,4,1,,3,2,3,10,,2,11/27/2024 15:20,11/27/2024 15:40,16,2,1,Desktop,2,63,4,5,1,4,1,1,18,4,9,WA,4,9,1,1,1,2,4,2,0,0,0,0,2
5987,0.33753913,0,1,Freedom of speech,Right to bear arms,Equality,Independence,Christian values,1,Freedom of speech,"It’s not! The government is trying to control what we see, hear and say! They are doing this thru the media and politicians that are lying to us! This needs to stop and they need to report the truth and do what the American people want and vote for!",,,3,5,4,1,2,6,6,6,1,5,2,1,6,4,2,,7,5,5,2,,3,11/19/2024 21:35,11/19/2024 21:50,10,2,1,Smartphone,2,74,4,6,4,3,3,5,13,3,7,CA,4,9,1,1,1,1,3,2,#NULL!,#NULL!,#NULL!,#NULL!,2
5992,1.46476955,0,0,Freedom,Womens rights,Democracy,Voting rights,Everyone’s rights to live in a great country,3,Democracy,I’m worried that this country isn’t living up to the promise of democracy because they voted for a president who wants to be an authoritarian leader. I’m very worried that we’re going to lose what America was made for in the constitution. Trump will shatter our constitution!,,,5,2,4,1,3,6,5,5,3,2,6,3,2,4,1,,1,1,2,2,,3,11/22/2024 10:07,11/22/2024 10:13,5,2,1,Desktop,2,61,4,5,4,3,1,5,18,4,9,NY,1,2,1,1,1,1,2,4,0,0,0,0,4
5998,0.64636595,1,0,Family,Pro life,Freedom of religion,Free speech,Capitalism,4,Free speech,,The other side uses free speech for evil against the one innocent side. They don't treat it equally. Every individual deserves the right of free speech and have their own opinions even if the person disagrees,,5,2,1,3,4,6,5,7,2,4,1,4,4,4,2,,5,4,3,12,,7,11/24/2024 11:59,11/24/2024 12:06,8,2,1,Smartphone,1,28,1,2,4,2,5,1,5,1,3,IN,2,3,1,1,1,1,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
6008,0.18873632,2,0,Every American has a right to Liberty,Every American is Free,Every Americanhas the right to justice and is presumed innocent until proven guilty,Every American Citizen has the right to vote,Every American has the freedom of religion,2,Every American is Free,,,No citizen can be enslaved by the government or another person or entity. Americans can pursue happiness with the guarantee of the ability to express themselves peacefully and live as they see fit as long as it does not endanger another person.,2,5,3,4,1,6,5,6,3,5,4,3,5,1,#NULL!,,5,4,4,12,,1,11/20/2024 18:11,11/20/2024 18:23,9,2,1,Smartphone,2,63,4,5,1,3,4,2,9,2,5,TN,3,6,1,1,1,1,4,1,0,0,0,0,1
6011,0.05815565,2,1,White supremacy,Patriarchy,Wealth,Property,Power,1,White supremacy,,,"The rights of white people are protected above all. Any person who is not white is automatically granted less rights, even with the Amendments made. It is white people who are given the promise of life, liberty, and justice",1,4,3,5,2,7,7,7,3,5,2,1,6,4,1,,1,1,1,2,,3,11/20/2024 16:48,11/20/2024 16:50,2,2,1,Smartphone,2,22,1,1,4,3,5,7,9,2,5,IL,2,3,1,1,2,1,4,4,#NULL!,#NULL!,#NULL!,#NULL!,4
6021,0.52652333,1,1,Belief in freedom,Strength and candor,We will prevail,Protect our way of life.,May God bless United States,1,Belief in freedom,,"In the aftermath of the Civil War, during the reconstruction Era, newly freed Black Americans sought fulfilment of the promises laid out of US Constitution. The nation failed to keep those promises, particular Black Americans.",,5,4,1,3,2,6,6,7,2,3,2,5,6,4,2,,7,5,4,2,,4,11/20/2024 9:11,11/20/2024 12:04,57,2,1,Desktop,1,72,4,6,1,3,1,1,11,3,6,NY,1,2,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
6023,0.31294778,2,1,Trust,Respect,Integrity,Moral,Valué,2,Respect,,,Respect for me is the most important value because it means peace. With respect people live in peace,4,3,5,2,1,5,5,7,3,2,3,4,5,1,#NULL!,,4,3,4,2,,3,11/21/2024 0:13,11/21/2024 0:20,7,2,1,Smartphone,2,37,2,3,4,3,5,2,7,2,4,IL,2,3,1,1,1,3,4,3,#NULL!,#NULL!,1,#NULL!,2
6025,0.23041126,2,1,Trust,Failth,Morality,Belief,Security,1,Trust,,,"The belief in a government that despite the outcome of a vote, will hold itself with the same trust before.",2,5,4,3,1,5,5,5,2,2,2,6,5,4,1,,6,5,3,11,,1,11/19/2024 16:16,11/19/2024 16:22,6,2,1,Smartphone,1,60,4,5,1,3,1,1,13,3,7,CO,4,8,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
6032,0.48506178,2,1,Freedom,Equal opportunity,Liberty,Life,Pursuit of happiness,1,Freedom,,,"The ability to do what you want to do when you want to do it. You’re free to do as you please, to an extent: you must not hurt others",2,5,1,3,4,6,6,3,5,4,3,3,5,2,#NULL!,,6,5,4,1,,6,11/20/2024 17:10,11/20/2024 17:14,4,2,1,Smartphone,1,30,2,2,1,4,1,1,13,3,7,IN,2,3,1,1,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
6034,2.70290159,1,1,Liberty,Equality,Justice,Democracy,Principle,1,Liberty,,"Freedom of expression on social media,  freedom of speech declared first amendment of the constitution",,5,4,1,2,3,7,4,7,1,5,3,1,7,4,2,,7,5,4,12,,4,11/20/2024 7:35,11/20/2024 7:42,7,2,1,Smartphone,1,19,1,1,4,1,5,7,1,1,1,TX,3,7,1,0,1,4,5,6,#NULL!,1,2,2,4
6036,1.73631170,2,1,American dream,Free speech,Integrity,Honesty,United together,5,United together,,,To stand together as one people. Not to be divided but to work together. Don’t hate each other and don’t blame others.,5,3,2,1,4,5,3,5,5,5,4,5,7,3,#NULL!,,7,5,3,1,,9,11/25/2024 14:09,11/25/2024 14:41,4,2,1,Smartphone,1,33,2,2,1,2,1,1,10,2,6,AR,3,7,0,0,1,1,4,6,#NULL!,#NULL!,3,#NULL!,3
6040,0.10915319,2,1,Freedom of religion,The right to keep and bear arms,Freedom of speech,The right to a speedy trial,The right to privacy,1,Freedom of religion,,,The right to worship the God of your choice and to assemble in worship of your God. The right to worship without prejudice.,5,3,2,1,4,4,6,5,2,3,2,2,6,4,2,,5,4,3,12,,2,11/19/2024 15:12,11/19/2024 15:19,7,2,1,Smartphone,2,64,4,5,5,3,3,5,4,1,2,CA,4,9,1,1,1,3,2,1,#NULL!,#NULL!,#NULL!,#NULL!,1
6043,0.43306407,0,0,all men are created equal,freedom of religious choice,separation of powers,voting to ensure democracy,freedom of the press,1,all men are created equal,"citizens can vote, protest, practice religious choice, read whatever they want, love whoever they want.  I am aware that these rights may disappear with trump in office.",,,1,3,4,2,5,4,5,3,4,4,4,6,5,4,1,,1,1,1,7,,1,11/21/2024 17:01,11/21/2024 17:12,12,2,1,Desktop,2,65,4,6,1,4,3,1,8,2,4,CT,1,1,1,1,1,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,1
6045,0.52781400,2,0,Freedom  in religion,Equal  rights  for all,Protection from criminals,The right to have an attorney,Bill of Rights,5,Bill of Rights,,,Bill prices for every citizen to be granted the option of having a lawyer if they can't afford it and actually have somebody to defend them in a court of justice and and be sure on its peers,1,5,3,4,2,4,4,4,4,5,1,4,1,4,2,,7,5,5,11,,1,11/19/2024 17:18,11/19/2024 17:22,4,2,1,Smartphone,1,73,4,6,4,3,3,5,4,1,2,OH,2,3,1,1,2,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
6047,0.47655662,0,0,Freedom,Opportunity,Privacy,Autonomy,Generosity,2,Opportunity,Respect for all humans and their personal rights.  Education for all. Non discriminatory practices.,,,5,4,1,2,3,6,5,5,3,2,3,3,5,4,1,,1,1,3,11,,1,11/20/2024 5:14,11/20/2024 5:28,7,2,1,Smartphone,2,73,4,6,1,5,1,4,14,4,8,WA,4,9,1,1,1,1,4,2,0,0,0,0,2
6050,0.68326305,0,1,Respect,Love,Togetherness,Peace,Quiet,3,Togetherness,We need to make peace.we need to work together. With trump as our new president. We will all be united.,,,3,2,5,1,4,3,3,4,3,3,4,4,3,4,1,,2,1,3,12,,1,11/19/2024 16:00,11/22/2024 14:00,3,2,1,Smartphone,1,48,3,4,4,2,3,1,7,2,4,CA,4,9,1,1,2,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
6058,0.91727019,0,1,Freedom,Choice,Liberty,Diverse,Patriotism,1,Freedom,Freedom always Americans to voice their ideas and opinions with you being oppressed. Political freedom allows Americans to vote for whom they want.,,,5,4,3,2,1,5,4,3,5,4,4,6,3,4,2,,6,5,3,12,,1,11/19/2024 16:52,11/19/2024 17:57,9,2,1,Smartphone,2,40,2,3,4,3,1,1,15,4,8,CA,4,9,1,1,1,1,4,4,#NULL!,#NULL!,#NULL!,1,3
6067,0.81602608,2,0,Freedom,Integrity,Equality,Work Ethic,Independence,1,Freedom,,,Being able to say and feel what you want without being afraid to express yourself.  There are other countries that do not have that right and we are very lucky we do.,5,2,4,1,3,3,6,5,1,5,2,2,5,4,1,,2,1,3,11,,1,11/20/2024 7:11,11/21/2024 7:00,10,2,1,Desktop,2,60,4,5,1,2,1,5,11,3,6,IL,2,3,1,1,1,1,2,4,#NULL!,#NULL!,#NULL!,#NULL!,4
6069,0.74101376,1,0,equality,freedom of speech,freedom of religion,democracy,capitalism,5,capitalism,,"free enterprise/capitalism is the main engine that moves the economy. a strong economy brings growth, efficacy, and eficiencies",,5,3,1,4,2,4,1,3,5,5,5,7,1,4,2,,6,5,3,2,,1,11/20/2024 0:31,11/20/2024 1:25,5,2,1,Desktop,1,57,3,5,4,5,5,1,13,3,7,FL,3,5,1,1,1,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
6071,1.01911474,2,1,Honesty,Fairness,Humility,Accountability,Forgiveness,2,Fairness,,,When everyone at the table gets treated equally. No one individual gets treated better or worse than the other,5,4,2,3,1,5,6,6,3,4,3,3,5,98,#NULL!,,1,1,3,12,,3,11/22/2024 13:30,11/23/2024 14:43,6,2,1,Smartphone,1,46,3,4,4,3,5,2,11,3,6,CA,4,9,1,1,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,1
6076,1.11164924,0,0,Follow laws,Prosecute those that don't follow laws,Close the borders,Fix USA issues before paying for foreign issues,Allow free speech,2,Prosecute those that don't follow laws,USA does not follow all laws currently. Needs major reform because too many criminals are released before sufficient punishment is completed.,,,2,3,5,4,1,2,7,7,1,5,2,1,7,4,2,,7,5,5,1,,4,11/20/2024 15:22,11/20/2024 15:28,6,2,1,Desktop,1,59,3,5,1,3,1,1,16,4,9,PA,1,2,1,1,1,1,4,2,0,0,0,0,2
6079,0.49368805,2,1,America dream,Freedom of speech,Land of free,Can do anything.,Justice for all,2,Freedom of speech,,,Being able to say anything I want unless it’s down appon another individual…like saying someone did something they didn’t do,4,3,5,2,1,3,4,4,4,2,4,4,4,1,#NULL!,,4,3,4,11,,3,11/22/2024 0:11,11/22/2024 10:10,10,2,1,Smartphone,1,34,2,2,1,2,5,1,4,1,2,OH,2,3,0,1,3,1,4,6,#NULL!,#NULL!,2,#NULL!,6
6080,3.22620410,1,1,Popular sovereignty,Balance and check,Speration of power,Federalism,Rebuliacnism,1,Popular sovereignty,,I am not really sure i guessed and asked my mom and dad. So I'm not sure. So I'm guessing on here. Yea,,3,5,2,4,1,4,4,4,4,3,4,4,4,4,2,,6,5,4,12,,1,12/1/2024 13:10,12/2/2024 0:12,5,2,1,Smartphone,2,18,1,1,4,1,5,2,10,2,6,CA,4,9,1,1,2,1,2,5,#NULL!,#NULL!,1,#NULL!,4
6087,0.90499317,0,0,Freedom for the Wealthy,Rugged Individualism,Subjugation of the Other,Anti-Communism,Slave Labor,2,Rugged Individualism,Pretty darn well. Everybody is convinced that collectivism is bad and that individual consumer choices are of the highest virtue. Mission accomplished.,,,1,5,2,4,3,7,7,6,2,1,2,1,7,4,1,,3,2,1,10,,1,11/19/2024 18:51,11/19/2024 18:56,5,2,1,Desktop,2,24,1,1,1,3,5,1,2,1,1,LA,3,7,1,1,2,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
6096,0.67569052,2,1,Trust,Loyalty,One nation,Good,Good,2,Loyalty,,,Yo yo yo. Yo yo yo yo yoo yo. Yoooo àsdddffggghhjjjjjjjjkkk jjkkkkk jjkkkkkkl rrrrfffb dddddf uukkkkk.hh,3,5,4,1,2,4,4,4,4,3,4,7,7,3,#NULL!,,2,1,2,11,,1,11/19/2024 20:19,11/19/2024 20:21,3,2,1,Smartphone,1,32,2,2,2,1,5,4,1,1,1,MI,2,3,1,1,1,3,4,2,1,#NULL!,#NULL!,#NULL!,1
6097,1.24914774,0,1,CITIZENS RIGHTS,FREEDOM,LIMITED GOVERNMENT,PROTECTION,NONIMPEDING,2,FREEDOM,GOVERNMENT SHOULD NOT LIMIT CHOICES OF THE AMERICAN PEOPLE. FREEDOM TO MAKE YOUR CHOICE SHOULD NOT IMPED WITH RIGHTS OF OTHERS.,,,2,1,5,4,3,4,3,5,4,3,4,4,4,4,2,,6,5,4,11,,3,11/20/2024 8:19,11/20/2024 8:25,7,2,1,Desktop,2,39,2,3,1,5,1,2,10,2,6,ID,4,8,1,1,1,1,4,5,#NULL!,1,1,#NULL!,3
6103,0.39103824,1,1,Freedom for white men,Capitalism (derogatory),Individualism (derogatory),Protecting the powerful,Imperialism,2,Capitalism (derogatory),,"Nearly all laws are made in defense of capitalism, labor exploitation, deregulation, weakened/ overly bureaucratic social safety net.",,3,4,5,1,2,7,5,4,2,2,2,1,7,4,1,,1,1,1,1,,4,11/20/2024 16:48,11/20/2024 16:53,6,2,1,Desktop,1,29,1,2,1,4,5,1,17,4,9,CA,4,9,1,1,2,3,4,6,#NULL!,#NULL!,#NULL!,#NULL!,3
6104,0.66913716,0,0,Freedom,Independence,Free speach,Education,Humanity,1,Freedom,We are not under a dictatorship.  We do not have rulers or we are not under a communist ruler.  We are free to do whatever we please as long as it's legal.,,,1,2,4,3,5,4,7,7,1,4,1,1,7,4,2,,5,4,3,11,,1,11/19/2024 15:21,11/19/2024 15:31,9,2,1,Desktop,2,63,4,5,1,3,1,2,16,4,9,CA,4,9,1,1,1,1,3,2,0,0,0,0,2
6110,0.53979539,2,0,Inflation,Hate,Crime,Money,Peaceful,4,Money,,,Money is the center of the universe without it we wouldn't be able to do anything it's everything they said it root of all evil but we need money to live,2,1,5,4,3,7,6,5,6,3,2,2,7,4,2,,4,3,3,12,,1,11/26/2024 8:19,11/27/2024 11:12,3,2,1,Smartphone,1,21,1,1,5,2,5,1,5,1,3,VA,3,5,1,1,2,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
6114,0.46661579,0,0,freedom,liberty,justice,acceptance,fairness,1,freedom,The freedom to live in a country with a fair and honest election. The freedom to live without a ruler or dictatorship.,,,2,1,5,4,3,5,7,7,1,4,2,1,7,4,2,,4,3,3,11,,1,11/23/2024 11:50,11/23/2024 11:56,6,2,1,Desktop,2,52,3,4,1,3,1,2,6,1,3,OH,2,3,1,0,1,4,3,2,#NULL!,#NULL!,#NULL!,#NULL!,2
6115,3.24395068,2,1,economy,crime,education,safety,homelessness,1,economy,,,People are having to decide whether to purchase food or to provide housing for themselves and their families.,2,3,4,1,5,6,5,5,5,4,4,6,5,4,1,,1,1,3,1,,8,11/23/2024 20:28,11/23/2024 20:34,6,2,1,Desktop,2,69,4,6,2,5,5,5,14,4,8,MD,3,5,1,1,1,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,1
6126,0.53181433,2,1,Individuality,Unity,Liberty,Justice,Freedom from Religion,5,Freedom from Religion,,,The right to practice your own beliefs as well as not being governed by the religious beliefs of others.,4,3,1,2,5,7,6,7,1,1,2,2,5,4,1,,5,4,3,2,,4,11/20/2024 4:21,11/20/2024 4:26,6,2,1,Smartphone,1,42,2,3,1,5,1,1,18,4,9,IL,2,3,1,1,1,1,4,3,#NULL!,1,#NULL!,#NULL!,2
6155,0.57650879,1,0,To protect the people and the land,Freedom and Independence,The pursuit of happiness,Right to Education,Right to a fair trial,1,To protect the people and the land,,"They are not protecting the people and the land because they are allowing people to come into the country who are destroying with violence, hatred and crimes.  They are living freely off taxpayers hard eared money. They are given homes, food and health care for free.The things that we have worked hard for and can barely if even afford today.",,2,4,3,1,5,5,5,4,3,5,4,6,4,4,2,,7,5,4,2,,8,11/29/2024 8:01,11/29/2024 9:07,18,2,1,Smartphone,2,52,3,4,1,3,1,2,14,4,8,KY,3,6,1,1,1,1,2,6,#NULL!,#NULL!,1,1,4
6169,1.14821861,1,1,freedom of speech,free to bare arms,free to be happy,liberty for all,Justice for all,1,freedom of speech,,Social media being censored.  Political opponents using the judicial system to go after opposite party,,4,3,5,2,1,4,7,6,1,4,1,3,4,4,2,,4,3,3,1,,8,11/19/2024 16:57,11/19/2024 17:06,9,2,1,Desktop,1,23,1,1,4,3,5,1,15,4,8,LA,3,7,1,1,1,1,3,4,#NULL!,#NULL!,#NULL!,#NULL!,4
6172,1.15681456,0,1,Liberty,Freedom,Justice,Equality,Fairness,1,Liberty,It isn't in any way. Everything citizens do in daily life is regulated in some way. If we had liberty people could live their lives as they see fit as long as they aren't harming others.,,,2,3,1,5,4,7,7,7,1,4,1,2,7,4,2,,7,5,5,1,,7,11/19/2024 18:16,11/19/2024 18:23,7,2,1,Smartphone,1,48,3,4,1,2,1,2,17,4,9,VA,3,5,0,1,1,1,4,3,#NULL!,#NULL!,1,#NULL!,2
